datasetName,substringLength,sampleSize,profileParam,useAllLanguages,actual,null,af,ar,bg,bn,ca,cs,da,de,el,en,es,et,fa,fi,fr,gu,he,hi,hr,hu,id,it,ja,kn,ko,lt,lv,mk,ml,mr,ne,nl,no,pa,pl,pt,ro,ru,si,sk,sl,so,sq,sv,sw,ta,te,th,tl,tr,uk,ur,vi,zh-cn,zh-tw
udhr,5,100,merged-average,true,ur,0,0,15,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0
udhr,5,100,merged-average,true,vi,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,89,0,0
udhr,5,100,merged-average,true,zh-cn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0
udhr,5,100,merged-average,true,zh-tw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,69
udhr,10,100,merged-average,true,af,0,60,0,0,0,0,0,3,2,0,3,0,3,0,1,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,11,6,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
udhr,10,100,merged-average,true,ar,0,0,98,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
udhr,10,100,merged-average,true,bg,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
udhr,10,100,merged-average,true,bn,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
udhr,10,100,merged-average,true,ca,0,0,0,0,0,45,0,0,0,0,4,16,0,0,0,13,0,0,0,2,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
udhr,10,100,merged-average,true,cs,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,20,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
udhr,10,100,merged-average,true,da,0,1,0,0,0,2,0,58,2,0,3,1,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,22,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
udhr,10,100,merged-average,true,de,0,2,0,0,0,1,0,8,72,0,2,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
udhr,10,100,merged-average,true,el,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
udhr,10,100,merged-average,true,en,0,2,0,0,0,2,0,5,1,0,65,3,0,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,1,2,6,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0
udhr,10,100,merged-average,true,es,0,4,0,0,0,2,0,0,2,0,0,50,2,0,1,1,0,0,0,0,1,0,7,0,0,0,1,0,0,0,0,0,1,2,0,0,15,4,0,0,1,1,1,1,0,1,0,0,0,2,0,0,0,0,0,0
udhr,10,100,merged-average,true,et,0,0,0,0,0,0,0,1,0,0,0,0,79,0,4,4,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,1,0,0,0,0,0
udhr,10,100,merged-average,true,fa,0,0,17,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
udhr,10,100,merged-average,true,fi,0,0,0,0,0,0,1,0,0,0,0,1,3,0,84,0,0,0,0,1,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1
udhr,10,100,merged-average,true,fr,0,2,0,0,0,5,0,7,0,0,1,2,0,0,0,75,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
udhr,10,100,merged-average,true,gu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
udhr,10,100,merged-average,true,he,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
udhr,10,100,merged-average,true,hi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
udhr,10,100,merged-average,true,hr,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,77,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0
udhr,10,100,merged-average,true,hu,0,1,0,0,0,1,0,4,2,0,0,0,1,0,4,0,0,0,0,1,78,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
udhr,10,100,merged-average,true,id,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,71,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,5,1,0,3,0,0,0,8,3,0,0,0,0,0
udhr,10,100,merged-average,true,it,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,2,1,1,77,0,0,0,1,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
udhr,10,100,merged-average,true,ja,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
udhr,10,100,merged-average,true,kn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
udhr,10,100,merged-average,true,ko,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
udhr,10,100,merged-average,true,lt,0,3,0,0,0,0,0,2,0,0,0,0,3,0,1,0,0,0,0,3,0,0,1,0,0,0,72,8,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0
udhr,10,100,merged-average,true,lv,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,87,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
udhr,10,100,merged-average,true,mk,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
udhr,10,100,merged-average,true,ml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
udhr,10,100,merged-average,true,mr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,79,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
udhr,10,100,merged-average,true,ne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,12,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
udhr,10,100,merged-average,true,nl,0,15,0,0,0,0,0,9,6,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,63,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
udhr,10,100,merged-average,true,no,0,3,0,0,0,1,0,28,0,0,1,0,3,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,47,0,0,0,1,0,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0
udhr,10,100,merged-average,true,pa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
udhr,10,100,merged-average,true,pl,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,91,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
udhr,10,100,merged-average,true,pt,0,0,0,0,0,2,1,0,0,0,0,9,0,0,1,4,0,0,0,0,1,1,8,0,0,0,1,0,0,0,0,0,0,2,0,0,62,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
udhr,10,100,merged-average,true,ro,0,0,0,0,0,3,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,3,78,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
udhr,10,100,merged-average,true,ru,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
udhr,10,100,merged-average,true,si,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
udhr,10,100,merged-average,true,sk,0,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,0,1,0,0,68,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
udhr,10,100,merged-average,true,sl,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,22,0,0,3,0,0,0,2,0,0,0,0,0,2,1,0,0,2,6,0,0,5,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0
udhr,10,100,merged-average,true,so,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,84,0,0,1,0,0,0,3,0,0,0,0,0,0
udhr,10,100,merged-average,true,sq,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,84,0,1,0,0,0,1,1,0,0,0,0,0
udhr,10,100,merged-average,true,sv,0,2,0,0,0,4,0,8,2,0,1,1,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,2,3,0,1,58,0,0,0,0,0,0,0,0,0,0,0
udhr,10,100,merged-average,true,sw,0,2,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,2,0,8,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,8,2,0,64,0,0,0,5,0,0,0,0,0,0
udhr,10,100,merged-average,true,ta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
udhr,10,100,merged-average,true,te,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
udhr,10,100,merged-average,true,th,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
udhr,10,100,merged-average,true,tl,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,1,0,2,0,0,0,85,0,0,0,0,0,0
udhr,10,100,merged-average,true,tr,0,0,0,0,0,0,0,3,1,0,1,0,2,0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,2,0,3,1,0,0,0,2,73,0,0,0,0,0
udhr,10,100,merged-average,true,uk,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0
udhr,10,100,merged-average,true,ur,0,0,4,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0
udhr,10,100,merged-average,true,vi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
udhr,10,100,merged-average,true,zh-cn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
udhr,10,100,merged-average,true,zh-tw,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,88
udhr,20,100,merged-average,true,af,0,77,0,0,0,0,0,5,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
udhr,20,100,merged-average,true,ar,0,0,99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
udhr,20,100,merged-average,true,bg,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
udhr,20,100,merged-average,true,bn,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
udhr,20,100,merged-average,true,ca,0,0,0,0,0,73,0,1,0,0,0,7,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
udhr,20,100,merged-average,true,cs,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
udhr,20,100,merged-average,true,da,0,2,0,0,0,0,0,77,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
udhr,20,100,merged-average,true,de,0,4,0,0,0,0,0,2,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
udhr,20,100,merged-average,true,el,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
udhr,20,100,merged-average,true,en,0,0,0,0,0,4,0,0,1,0,85,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
udhr,20,100,merged-average,true,es,0,0,0,0,0,0,0,0,1,0,0,91,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
udhr,20,100,merged-average,true,et,0,1,0,0,0,0,0,0,0,0,0,0,97,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
udhr,20,100,merged-average,true,fa,0,0,7,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
udhr,20,100,merged-average,true,fi,0,0,0,0,0,0,0,0,2,0,2,0,1,0,92,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
udhr,20,100,merged-average,true,fr,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,93,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
udhr,20,100,merged-average,true,gu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
udhr,20,100,merged-average,true,he,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
udhr,20,100,merged-average,true,hi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
udhr,20,100,merged-average,true,hr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
udhr,20,100,merged-average,true,hu,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
udhr,20,100,merged-average,true,id,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0
udhr,20,100,merged-average,true,it,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
udhr,20,100,merged-average,true,ja,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
udhr,20,100,merged-average,true,kn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
udhr,20,100,merged-average,true,ko,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
udhr,20,100,merged-average,true,lt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,94,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
udhr,20,100,merged-average,true,lv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
udhr,20,100,merged-average,true,mk,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
udhr,20,100,merged-average,true,ml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
udhr,20,100,merged-average,true,mr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,90,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
udhr,20,100,merged-average,true,ne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
udhr,20,100,merged-average,true,nl,0,18,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
udhr,20,100,merged-average,true,no,0,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
udhr,20,100,merged-average,true,pa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
udhr,20,100,merged-average,true,pl,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
udhr,20,100,merged-average,true,pt,0,0,0,0,0,2,0,1,0,0,0,13,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,76,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
udhr,20,100,merged-average,true,ro,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
udhr,20,100,merged-average,true,ru,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
udhr,20,100,merged-average,true,si,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
udhr,20,100,merged-average,true,sk,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
udhr,20,100,merged-average,true,sl,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
udhr,20,100,merged-average,true,so,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,97,0,1,0,0,0,0,0,0,0,0,0,0,0
udhr,20,100,merged-average,true,sq,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,1,0,0,0,0,0
udhr,20,100,merged-average,true,sv,0,1,0,0,0,0,0,9,1,0,0,0,3,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0
udhr,20,100,merged-average,true,sw,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,93,0,0,0,0,0,0,0,0,0,0
udhr,20,100,merged-average,true,ta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0
